DISTRICT NAME,DISTRICT NUMBER,COUNTY NUMBER AND NAME,EDUCATION SERVICE CENTER REGION,DISTRICT ACCOUNTABILITY RATINGS,TOTAL NUMBER OF SCHOOLS,TOTAL STUDENTS,STUDENTS: % AFRICAN AMERICAN,STUDENTS: % HISPANIC,STUDENTS: % WHITE,STUDENTS: % AMERICAN INDIAN,STUDENTS: % ASIAN,STUDENTS: % PACIFIC ISLANDER,STUDENTS: % TWO OR MORE RACES,STUDENTS: % ECONOMICALLY DISADVANTAGED,STUDENTS: % ENGLISH LEARNERS (EL),STUDENTS: % SPECIAL EDUCATION,STUDENTS: % BILINGUAL/ESL EDUCATION,STUDENTS: % CAREER & TECHNICAL EDUCATION,STUDENTS: % GIFTED & TALENTED EDUCATION,ATTENDANCE RATE (2020-21),ANNUAL DROPOUT RATE GR. 9-12 (2020-21),4-YR LONGITUDINAL GRADUATION RATE (CLASS OF 2021) DISTRICT EXCL,5-YR LONGITUDINAL GRADUATION RATE (CLASS OF 2020) DISTRICT EXCL, 6-YR LONGITUDINAL GRADUATION RATE (CLASS OF 2019) DISTRICT EXCL,ANNUAL GRADUATE COUNT (2020-21),ANNUAL RHSP/DAP/FHSP-E/FHSP-DLA GRADUATE COUNT (2020-21),STAAR: % ALL SUBJECTS AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % ALL SUBJECTS AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % ALL SUBJECTS AT MASTERS GRADE LEVEL STANDARD,STAAR: % ELA/READING AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % ELA/READING AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % ELA/READING AT MASTERS GRADE LEVEL STANDARD,STAAR: % MATHEMATICS AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % MATHEMATICS AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % MATHEMATICS AT MASTERS GRADE LEVEL STANDARD,STAAR: % SCIENCE AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % SCIENCE AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % SCIENCE AT MASTERS GRADE LEVEL STANDARD,STAAR: % SOCIAL STUDIES AT APPROACHES GRADE LEVEL STANDARD OR ABOVE, STAAR: % SOCIAL STUDIES AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % SOCIAL STUDIES AT MASTERS GRADE LEVEL STANDARD, STAAR: % AFRICAN AMERICAN AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % AFRICAN AMERICAN AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % AFRICAN AMERICAN AT MASTERS GRADE LEVEL STANDARD,STAAR: % HISPANIC AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % HISPANIC AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % HISPANIC AT MASTERS GRADE LEVEL STANDARD,STAAR: % WHITE AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % WHITE AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % WHITE AT MASTERS GRADE LEVEL STANDARD,STAAR: % AMERICAN INDIAN AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % AMERICAN INDIAN AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % AMERICAN INDIAN AT MASTERS GRADE LEVEL STANDARD,STAAR: % ASIAN AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % ASIAN AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % ASIAN AT MASTERS GRADE LEVEL STANDARD,STAAR: % PACIFIC ISLANDER AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % PACIFIC ISLANDER AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % PACIFIC ISLANDER AT MASTERS GRADE LEVEL STANDARD,STAAR: % TWO OR MORE RACES AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % TWO OR MORE RACES AT MEETS GRADE LEVEL STANDARD OR ABOVE, STAAR: % TWO OR MORE RACES AT MASTERS GRADE LEVEL STANDARD,STAAR: % ECONOMICALLY DISADVANTAGED AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % ECONOMICALLY DISADVANTAGED AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % ECONOMICALLY DISADVANTAGED AT MASTERS GRADE LEVEL STANDARD,COLLEGE ADMISSIONS: % TESTED (2020-2021),COLLEGE ADMISSIONS: % AT/ABOVE CRITERION (2020-2021),SAT-AVERAGE SCORE (2021-2020),ACT-AVERAGE SCORE (2021-2020),TOTAL STAFF FTE,TOTAL TEACHER FTE,STAFF: % CENTRAL ADMINISTRATIVE,STAFF: % SCHOOL ADMINISTRATIVE,STAFF: % PROFESSIONAL SUPPORT,STAFF: % TEACHERS,STAFF: % EDUCATIONAL AIDES,STAFF: % AUXILIARY,AVERAGE SALARY: CENTRAL ADMINISTRATIVE,AVERAGE SALARY: SCHOOL ADMINISTRATIVE,AVERAGE SALARY: PROFESSIONAL SUPPORT,AVERAGE SALARY: TEACHER,STAFF: % MINORITY,NUMBER OF STUDENTS PER TOTAL STAFF,NUMBER OF STUDENTS PER TEACHER,TEACHER: % WITH 5 OR FEWER YEARS OF EXPERIENCE,TEACHER: AVERAGE YEARS OF EXPERIENCE,TEACHER: % WITH ADVANCED DEGREES,TEACHER: TURNOVER RATE,TEACHER: % AFRICAN AMERICAN,TEACHER: % HISPANIC,TEACHER: % WHITE,TEACHER: % AMERICAN INDIAN,TEACHER: % ASIAN,TEACHER: % PACIFIC ISLANDER,TEACHER: % TWO OR MORE RACES,TEACHER: % REGULAR EDUCATION,TEACHER: % SPECIAL EDUCATION,TEACHER: % COMPENSATORY EDUCATION,TEACHER: % BILINGUAL/ESL EDUCATION,TEACHER: % CAREER & TECHNICAL EDUCATION,TEACHER: % OTHER EDUCATION (INCLUDES G & T),TAXABLE VALUE PER PUPIL (2019 TAX YEAR),LOCALLY ADOPTED TAX RATE (2020 TAX YEAR),TOTAL OPERATING AND OTHER REVENUE (2020-21),Total OPERATING AND OTHER REVENUE PER PUPIL,Total OPERATING REVENUE (2020-21),REVENUE: % STATE,REVENUE: % LOCAL AND OTHER,REVENUE: % FEDERAL,TOTAL OTHER REVENUE(2020-21),FUND BALANCE (FOR ISDS),NET ASSETS (CHARTER SCHOOLS),TOTAL ACTUAL EXPENDITURES (2020-21),TOTAL ACTUAL OPERATING EXPENDITURES (2020-21),TOTAL ACTUAL OPERATING EXPENDITURES PER PUPIL,EXPENDITURE: % INSTRUCTIONAL,EXPENDITURE: % CENTRAL ADMINISTRATIVE,EXPENDITURE: % SCHOOL LEADERSHIP,EXPENDITURE: % PLANT SERVICES,EXPENDITURE: % OTHER OPERATING,TOTAL ACTUAL INSTRUCTIONAL EXPENDITURES,TOTAL ACTUAL INSTRUCTIONAL EXPENDITURES PER PUPIL, EXPENDITURE: % BASIC EDUCATION SERVICES,EXPENDITURE: % SPECIAL EDUCATION,EXPENDITURE: % STATE COMPENSATORY EDUCATION,EXPENDITURE: % BILINGUAL/ESL EDUCATION,EXPENDITURE: % CAREER & TECHNICAL EDUCATION, EXPENDITURE: % GIFTED & TALENTED EDUCATION,EXPENDITURE: % ATHLETICS/RELATED ACTIVITIES,EXPENDITURE: % HIGH SCHOOL ALLOTMENT,EXPENDITURE: % PREKINDERGARTEN,EXPENDITURE: % UN-ALLOCATED,DISTRICT SIZE,COMMUNITY TYPE,PROPERTY WEALTH,TAX RATE
PILOT POINT ISD,061903,061 DENTON,11,B,4,1430,2.2,50.1,43.8,0.6,0.2,0,3.1,44.6,29.9,11.7,29.9,42.9,6.7,94.9,0.8,96.4,100,99.1,108,100,75,46,21,75,52,23,72,35,13,75,44,16,83,60,40,51,27,22,69,37,15,82,56,27,80,60,10,-1,-1,-1,,,,80,57,29,68,37,16,56.5,37.7,1008,21.1,200.2,109.9,3.5,3.4,4.7,54.9,16.9,16.6,96715,78601,59357,52366,21.5,7.1,13,30.9,11.9,29.8,22.5,0,9,88.3,1.8,0,0,0.9,74.8,4.3,6.9,3.1,7,3.9,682377,1.219,18331282,13499,16441344,28.4,63.1,8.6,1889938,4739410,0,17719048,16158518,11899,51.9,10.3,6.8,14,17,8383536,6173,38.4,7.7,6.6,2.5,4,0.2,5.1,0.3,1.2,31.6,"1,000 to 1,599",Non-metropolitan Stable,"$674,066 to < $710,768",$1.2148 to under $1.3239
KRUM ISD,061905,061 DENTON,11,B,6,2217,2.3,32.6,60.3,0.5,0.8,0,3.6,32.8,14,15.7,15.3,29.5,5.1,96.4,1,98.1,99.2,98.6,160,151,76,49,22,75,54,25,75,41,18,83,56,22,77,50,23,64,30,15,67,38,14,81,56,26,63,47,0,91,81,44,-1,-1,-1,85,56,26,69,39,17,75,36.7,1005,23.7,329.6,169.5,1.5,3.5,6.9,51.4,9.5,27.1,104589,85587,65284,53520,17.8,6.7,13.1,33.7,11.2,21.7,17.2,0,6.9,89.5,1.2,1.2,0,1.2,77.5,8.4,7.7,1.2,4.8,0.5,453716,1.345,25529675,12186,22510666,46.3,47.9,5.9,3019009,11501342,0,26342875,22641089,10807,54.1,8.8,6.9,12.4,17.8,12252812,5849,41.1,10.6,6.9,1.3,4.1,0.3,2.6,0,0.1,29.9,"1,600 to 2,999",Non-metropolitan Stable,"$427,868 to < $456,750",$1.3239 and over
PONDER ISD,061906,061 DENTON,11,B,3,1574,1.4,32.5,62,0.6,0.5,0,2.9,36.5,13.2,10.9,13.2,32.9,9.6,95.5,0.4,98.9,100,97.2,92,79,80,52,23,79,55,25,83,50,23,82,52,19,75,43,23,85,38,4,72,42,17,85,58,27,87,53,27,100,88,63,,,,74,40,21,73,39,15,76.1,32.9,1157,19.9,216.6,110.3,2.3,3.7,4.2,50.9,10.9,27.9,114541,80625,64534,55404,13.3,7.3,14.3,23.9,14.2,21.7,21.7,0,6.3,89.1,0.9,0,0,3.6,79.6,5.6,4.7,1.8,5.6,2.6,451864,1.464,20611540,13029,16879860,40.5,49.7,9.8,3731680,6825318,0,20457098,16214265,10249,53.4,5.9,5.7,17.6,17.3,8658837,5473,39.2,5.3,9.9,1,4.7,0.3,4.1,0.1,0.7,32,"1,000 to 1,599",Non-metropolitan Stable,"$427,868 to < $456,750",$1.3239 and over
AUBREY ISD,061907,061 DENTON,11,B,5,3101,14.1,23.6,57,0.3,0.6,0.1,4.4,32.3,6.4,11.9,6.1,23.7,5.5,96,0.4,97.6,99.5,98.7,168,143,81,54,24,81,58,28,77,46,20,85,57,22,84,56,26,63,33,14,77,48,18,86,61,28,80,13,0,74,61,35,100,83,67,84,55,28,69,40,14,61.3,35.9,1048,20.3,325.3,191.9,1.2,4.7,5.2,59,15.5,14.4,141565,76955,67569,56423,9.5,9.5,16.2,34.7,10.8,20,15.7,1,5.2,91.7,0.5,0.5,0.5,0.5,81.2,10.5,0.5,1.6,3.2,3,493651,1.509,34887550,13215,28199608,43.1,52.6,4.3,6687942,13155761,0,40218726,26880139,10182,57.5,4.1,5.8,11.3,21.3,15460677,5856,55.6,8.6,4.5,1.1,3.2,0.3,4.4,0.1,0,20.9,"3,000 to 4,999",Non-metropolitan Fast Growing,"$479,670 to < $526,224",$1.3239 and over
SANGER ISD,061908,061 DENTON,11,B,7,2746,3.9,31.1,59.3,0.5,0.6,0.3,4.3,48.9,9.5,14.1,9.5,31.1,4.9,95.2,1.7,95.8,95.8,96.6,163,138,80,52,23,82,59,27,79,43,17,81,54,21,76,50,33,68,37,12,74,41,16,84,58,27,88,63,38,86,81,52,100,100,60,83,57,25,72,41,15,62.6,23.5,1115,19.1,398.5,187.6,2.2,3.7,10.6,47.1,16.1,20.5,104946,83926,66726,57528,12.5,6.9,14.6,32.1,12.5,21.7,18.3,1.1,6.3,90.3,1.1,0.8,0,0.5,71.3,15.9,0.6,1.1,7.2,3.8,525991,1.198,39747698,15478,36738015,34.2,52.6,13.2,3009683,11253812,0,38344032,35203807,13709,55.1,7.4,6.2,9,22.3,19404990,7556,31.9,29.4,5.7,1.1,3.3,0.8,2.8,0.2,0,23.8,"1,600 to 2,999",Non-metropolitan Stable,"$479,670 to < $526,224",$1.0809 to under $1.2148
ARGYLE ISD,061910,061 DENTON,11,A,5,4314,2.2,15.2,73.7,0.4,4,0.2,4.3,5.8,3.8,10.1,3.7,24.2,8,96.9,0,100,100,100,245,224,93,76,45,93,78,44,93,73,44,96,80,42,94,75,57,83,63,35,86,65,35,95,78,47,86,83,52,98,87,54,71,43,29,95,78,48,79,50,24,71,66.1,1157,24,522.2,286,1,2.9,8.9,54.8,12.2,20.3,145792,89847,74327,62299,11.4,8.3,15.1,23.4,13.1,26.9,10.4,0.3,4.2,93.6,0.5,0.7,0,0.7,77.7,7.3,0,0.9,3,11.1,734776,1.419,57608269,15358,39444925,27.5,70.9,1.6,18163344,11196499,0,92187844,37632866,10033,58.1,7.2,5.4,11.5,17.8,21879406,5833,54.4,9.3,1.5,0.3,2,0.6,3,0,0,26.9,"3,000 to 4,999",Other Central City Suburban,"$710,768 to < $836,577",$1.3239 and over
NORTHWEST ISD,061911,061 DENTON,11,B,32,27479,11.2,24,55.9,0.5,5.6,0.3,2.5,23.7,7.9,12.7,7.7,35.8,10.1,96.4,0.9,97,96.1,96.9,1662,1538,82,57,29,83,63,32,79,49,23,84,59,29,87,63,43,72,44,19,76,49,22,86,63,33,79,58,35,91,72,46,84,57,33,78,50,25,68,39,16,87.2,47.4,1051,24.6,2844.1,1703,1.1,3,11.7,59.9,8.6,15.8,128829,92494,73902,61396,15.1,9.7,16.1,28.5,11.3,30.1,14.7,2.5,8.6,86.5,0.5,1,0.1,0.7,66,10.5,4.1,1,6.6,11.8,874808,1.336,338222619,13388,244585680,11.8,82.1,6.1,93636939,82533696,0,415411472,251484436,9954,57.5,6.3,5.8,9.9,20.3,144709641,5728,49.1,14.1,2.8,0.3,4.3,1.4,2.2,0,0.2,23.4,"25,000 to 49,999",Other Central City Suburban,"$836,577 to < $949,515",$1.3239 and over
LAKE DALLAS ISD,061912,061 DENTON,11,B,5,3999,8.7,34.3,47.5,0.8,3,0.1,5.7,44.1,11.8,12.4,11.6,31.5,8,96,0,98.5,98.5,98.3,259,254,76,45,19,76,52,22,71,34,13,78,44,14,85,57,34,65,32,10,70,37,14,82,53,24,69,51,23,84,64,41,,,,74,45,16,67,33,12,51,44.7,1073,20.6,578.5,289.9,0.9,3.2,10.4,50.1,11.6,23.8,150453,85526,69349,60383,19.7,6.9,13.8,30.2,11.9,26.4,15.7,1.7,6.9,89.7,0.3,0.3,0,1,68.5,15.5,3.4,1.7,5.6,5.3,585411,1.55,53074652,13743,41839077,30.6,56.8,12.6,11235575,12377665,0,94878669,42772406,11075,57.7,7.2,5.4,11.6,18,24678411,6390,45.9,14.4,3.6,1,3.8,1.3,3.2,0,0.6,23.8,"3,000 to 4,999",Other Central City Suburban,"$573,876 to < $602,435",$1.3239 and over
LITTLE ELM ISD,061914,061 DENTON,11,C,9,8245,18.1,38.3,33.6,0.3,4.1,0.2,5.3,45.5,20,10.3,23,29.2,6.8,97.2,1.3,93.8,96.6,98.6,524,480,72,43,20,73,49,23,67,33,14,75,46,21,74,47,28,64,33,13,65,35,14,81,54,27,81,60,23,89,70,46,89,50,28,82,53,30,61,31,12,98.5,23.1,938,20.3,964.8,511.8,1,2.8,10.8,53,8.6,23.7,150339,95226,73954,60324,39.3,8.5,16.1,36.2,10.3,29.3,22.5,9.4,17.3,69.4,0.1,3.4,0.2,0.2,69.7,9.4,5.3,4.7,5.9,5,683384,1.494,115259310,14247,87542297,24.9,66.3,8.8,27717013,26836203,0,138873617,85942723,10623,57.1,7.4,5.5,11.3,18.8,49070770,6066,47.2,12.7,5.4,0.9,3.1,0.3,2.5,0,0.3,24.9,"5,000 to 9,999",Other Central City Suburban,"$674,066 to < $710,768",$1.3239 and over
CUERO ISD,062901,062 DEWITT,03,A,4,1920,9.8,49.3,38.2,0.1,0.5,0.1,2,63.2,3.9,16.6,3.7,27.9,4.8,93.6,0.1,99.3,99.3,100,148,113,75,47,19,74,50,20,73,40,16,81,47,18,80,55,30,64,34,8,72,40,15,82,57,26,-1,-1,-1,73,47,40,,,,78,56,19,67,37,13,33.1,24.5,990,20.7,353.4,159.6,1.4,2.6,6.5,45.2,13,31.3,95840,81105,64371,52966,34.7,5.4,12,42.6,10.8,21.6,21.6,1,13.2,85.2,0,0.6,0,0,70.9,11,5.7,0,9.8,2.5,607246,1.506,32242605,16934,25929715,36.9,49.7,13.3,6312890,8745654,0,31598260,24975148,13117,53.8,7.1,3.8,11.8,23.5,13427570,7052,40.3,12.7,7.3,0.2,4.1,0.1,2.6,0.1,0.1,30.6,"1,600 to 2,999",Non-metropolitan Stable,"$602,435 to < $674,066",$1.3239 and over
NORDHEIM ISD,062902,062 DEWITT,03,B,1,148,2.7,47.3,50,0,0,0,0,60.1,0,10.1,0,14.2,2,96.7,0,100,100,100,9,9,74,45,25,75,55,33,77,44,23,64,28,11,76,41,18,-1,-1,-1,67,31,15,78,56,33,,,,,,,,,,-1,-1,-1,63,35,15,11.1,-1,,-1,27.5,16.2,2.8,3.6,1.8,59.1,7.3,25.3,117360,78601,64780,53691,29,5.4,9.1,18.5,13.1,19.9,21.7,6.2,12.3,81.5,0,0,0,0,82.4,3.2,6.6,0,7.8,0,4973964,1.055,2752081,19112,2718454,2.4,92.1,5.5,33627,6984176,0,2391039,2213627,15372,57.4,15.4,4.7,9.4,13.1,1270663,8824,42.4,5.5,9.4,0,4.8,0,1.9,0,0.8,34.2,Under 500,Rural,"$1,892,208 and over",Under $1.0809
YOAKUM ISD,062903,062 DEWITT,03,B,5,1496,6.1,66.4,25.4,0,0.1,0,1.9,73.3,18.3,16.8,18.4,26.3,3.5,94.4,0.2,99.2,99,100,121,113,80,52,23,77,53,22,84,52,25,83,50,19,78,48,27,65,37,14,80,49,19,85,62,35,-1,-1,-1,-1,-1,-1,,,,77,48,27,78,48,20,21.5,30.8,1026,17.6,360.4,148.6,0.8,2,10.9,41.2,18.9,26.2,116951,76593,63006,49073,31.1,4.2,10.1,20.5,14.6,7.9,11,3.4,8.7,87.9,0,0,0,0,60.6,16.7,4.8,7.5,5.7,4.7,517276,1.436,32184934,21644,24979719,34.2,45.8,20,7205215,521989,0,28493913,23384617,15726,53.2,8.4,4.6,11,22.8,12443231,8368,25.4,29.9,8.9,1.2,2.3,1.4,4.3,0.2,1.1,23.4,"1,000 to 1,599",Non-metropolitan Stable,"$479,670 to < $526,224",$1.3239 and over
YORKTOWN ISD,062904,062 DEWITT,03,C,3,535,2.6,47.7,48,0.4,0,0,1.3,59.6,1.9,10.3,1.9,27.7,7.9,94.5,0,100,97.6,100,31,27,67,35,13,67,39,15,65,30,10,70,30,7,71,44,21,50,20,5,59,26,8,76,45,18,60,60,0,,,,,,,73,55,18,59,28,9,87.1,18.5,882,,90.5,49.2,1.1,2.8,2.9,54.4,11.6,27.1,111300,79278,63300,56171,22.7,5.9,10.9,37.4,13,12.8,23.4,0,15.1,82.9,0,0,0,2,80.8,6.7,0,0,9,3.5,4719249,0.982,8527884,16368,8133274,4.1,90.1,5.8,394610,6849980,0,9176929,6561679,12594,56.2,9.5,6.8,10.4,17.2,3686681,7076,46.4,6.5,8.5,0.1,4,0.1,4.6,0,1.2,26.1,500 to 999,Rural,"$1,892,208 and over",Under $1.0809
WESTHOFF ISD,062905,062 DEWITT,03,A,1,71,4.2,26.8,69,0,0,0,0,52.1,4.2,2.8,1.4,1.4,0,98.4,,,,,,,89,71,36,94,79,47,88,68,32,100,80,30,40,20,0,-1,-1,-1,90,67,33,88,75,39,,,,,,,,,,,,,88,64,28,,,,,16.8,7.7,1.3,0,0,46,23.7,29,144088,,,71141,17.8,4.2,9.2,12.8,18.1,10.1,13.8,0,12.8,87.2,0,0,0,0,94.4,0,5.6,0,0,0,11664857,0.966,1686324,25550,1587121,2.2,91.3,6.4,99203,857204,0,2052473,1652707,25041,52.6,17.5,4.9,13,12,869607,13176,35.4,3.3,14,0,0,0.6,0,0,2.4,41.7,Under 500,Rural,"$1,892,208 and over",Under $1.0809
MEYERSVILLE ISD,062906,062 DEWITT,03,A,1,144,0.7,18.1,81.3,0,0,0,0,37.5,0.7,6.9,0.7,0,7.6,97.2,,,,,,,90,63,38,93,70,51,93,60,30,78,61,33,73,45,18,-1,-1,-1,85,58,23,93,66,42,,,,,,,,,,,,,80,45,18,,,,,23.3,12.4,2.1,2.1,4.1,53.3,17,21.4,104414,104414,68744,55549,8.5,6.2,11.6,31.9,18.1,24,16.9,0,0,100,0,0,0,0,92,0,8,0,0,0,462549,0.962,2184234,13158,2157745,54.3,38.2,7.5,26489,690704,0,1894589,1756710,10583,62.5,10.8,5.3,8.4,13,1098046,6615,55.1,2.8,9.1,0,0,0.2,0,0,1.8,28.8,Under 500,Rural,"$456,750 to < $479,670",Under $1.0809
SPUR ISD,063903,063 DICKENS,17,B,1,221,0.5,37.6,55.2,0,0,0,6.8,54.8,0,19,0,37.1,5,94.6,0,100,100,100,20,18,77,49,23,79,62,31,76,42,20,76,38,14,74,40,16,-1,-1,-1,71,38,20,82,57,26,,,,,,,,,,75,46,18,74,42,18,85,17.6,-1,17.4,50.3,26.7,2,3.8,2,53.1,0,39.2,103641,78718,40000,46821,31.4,4.4,8.3,37.1,10.4,7.8,13.1,0,11.1,85.2,0,3.7,0,0,78.5,5.7,2.7,0,13.1,0,662966,1.306,3925952,16427,3337051,44.3,45.2,10.6,588901,2583822,0,4095350,3503516,14659,50.7,12.1,8.1,10,19,1777857,7439,34.8,8.9,7.4,0,5.7,0,3.6,0,1,33.8,Under 500,Rural,"$602,435 to < $674,066",$1.2148 to under $1.3239
PATTON SPRINGS ISD,063906,063 DICKENS,17,A,1,86,1.2,39.5,59.3,0,0,0,0,80.2,3.5,23.3,3.5,29.1,9.3,96.2,0,-1,100,100,3,2,84,55,23,79,57,23,85,55,25,91,52,9,91,55,45,-1,-1,-1,82,50,23,85,58,23,,,,,,,,,,,,,82,50,19,-1,-1,,-1,29.5,10.5,6,0.2,4.2,35.7,29.6,24.3,75398,71503,74591,54915,34.3,2.9,8.2,24.9,13.6,42.9,17.2,8.3,9,82.7,0,0,0,0,86.1,3.6,3.1,0,7.2,0,984992,1.055,2682552,29806,2492998,41.1,39.9,19,189554,1413149,0,2382123,2336823,25965,44.8,16.6,3.1,20.7,14.8,1046609,11629,30.2,2.3,11.4,0.1,1.9,0.1,4.2,0,1.2,47,Under 500,Rural,"$949,515 to < $1,039,446",Under $1.0809
CARRIZO SPRINGS CISD,064903,064 DIMMIT,20,B,4,1920,0.6,94.9,3.7,0,0.3,0,0.5,77.4,5.4,9.3,4.5,26,6.9,91.1,5.4,94.6,93.8,93.3,136,124,66,36,13,65,41,15,64,31,11,68,28,9,70,43,20,88,53,18,65,35,13,71,45,23,-1,-1,-1,-1,-1,-1,,,,92,69,23,61,32,11,27.9,31.6,992,,346.6,145.2,2,3.2,6.3,41.9,13.6,32.9,104955,49806,62210,60474,93.9,5.5,13.2,100,0,13.4,15.1,0,88.3,10.3,0,1.4,0,0,79.3,6.1,2.8,0,7.5,4.3,3322023,1.021,29238366,14166,26141480,5.4,69.6,25,3096886,20069189,0,31328925,27558372,13352,50.2,10.3,5.5,13.3,20.7,13833268,6702,41.1,9.6,9.2,0.2,2.5,0.1,3,0.4,0,31.7,"1,600 to 2,999",Other Central City Suburban,"$1,892,208 and over",Under $1.0809
CLARENDON ISD,065901,065 DONLEY,16,B,3,456,6.8,13.2,74.6,0,0,0.2,5.3,46.5,0.2,15.1,0.2,28.3,10.7,94.3,0.7,91.3,95.7,100,21,19,83,57,27,83,62,31,83,54,25,85,57,25,77,50,23,47,18,0,89,59,29,85,62,29,-1,-1,-1,,,,,,,86,44,33,75,45,19,100,19,-1,18.4,91.2,47.6,1.1,3.3,5.5,52.2,16.6,21.3,113500,82000,53320,49174,8.6,5,9.6,22.7,15.8,16.5,13.6,0,6.2,93.8,0,0,0,0,73.4,6.5,6,0,6.3,7.8,439912,1.026,6467192,14665,6341487,53.2,33.9,12.9,125705,3541995,0,6296635,6206683,14074,54.4,11.3,6.1,10.3,18,3373951,7651,36.7,9.8,10.8,0.1,3.5,0.4,5.4,0.1,0.5,31.2,Under 500,Rural,"$427,868 to < $456,750",Under $1.0809
HEDLEY ISD,065902,065 DONLEY,16,A,1,124,0,29,66.1,0,0,0,4.8,84.7,1.6,24.2,1.6,37.9,0.8,96.5,0,100,100,100,12,12,81,52,22,86,59,28,81,60,24,70,30,5,79,42,16,,,,68,38,10,86,59,26,,,,,,,,,,83,33,33,79,51,22,100,8.3,,17.9,30,17,3.3,3.3,0,56.7,16.6,20,78000,63500,,50423,6.6,4.1,7.3,5.9,18.5,35.3,10.8,0,0,100,0,0,0,0,78.3,4.8,5.9,0,11.1,0,698426,0.875,2375911,21026,2349440,56.2,33.4,10.4,26471,1420460,0,2158832,2088561,18483,57.7,14.8,4.6,12,10.9,1204093,10656,37.8,5.7,8.8,0.1,5.2,0.1,2.5,0.1,2.4,34.9,Under 500,Rural,"$674,066 to < $710,768",Under $1.0809
RAMIREZ CSD,066005,066 DUVAL,02,C,1,26,0,100,0,0,0,0,0,96.2,23.1,11.5,23.1,0,0,93.8,,,,,,,55,32,16,57,36,21,50,29,14,-1,-1,-1,,,,,,,55,32,16,,,,,,,,,,,,,,,,55,32,16,,,,,10,3,6.7,3.3,0,30,20,40,90000,90000,,55047,90,2.6,8.7,33.3,15,0,33.3,0,100,0,0,0,0,0,100,0,0,0,0,0,624355,0.97,987655,22447,963674,55.4,30.5,14.1,23981,401829,0,794030,769240,17483,38.9,26.5,9.5,12,13.1,299113,6798,33.6,2.5,7.2,2.8,0,0,0,0,0,51.9,Under 500,Rural,"$602,435 to < $674,066",Under $1.0809
BENAVIDES ISD,066901,066 DUVAL,02,C,2,233,0,99.6,0.4,0,0,0,0,89.3,2.6,12.4,2.6,37.8,4.3,90.9,2,96.8,100,100,25,24,66,33,10,74,50,16,49,18,4,75,29,8,70,23,11,,,,66,33,10,-1,-1,-1,,,,,,,,,,,,,63,30,9,48,8.3,,16.2,58.9,28.7,3.4,3.9,8.9,48.7,15,20.1,101292,70647,56660,54778,96.6,4,8.1,38.3,13.4,23.4,32.9,3.5,90.5,6,0,0,0,0,75.8,5.8,3.7,1.4,12.7,0.6,1047350,1.123,6668788,26152,5904966,15.6,47.2,37.3,763822,2430715,0,7559213,6127076,24028,41.2,25.5,4.3,13.8,15.2,2521808,9889,18.5,5.8,33.2,0,7,0,3.2,0,0,31.4,Under 500,Rural,"$1,039,446 to < $1,892,208",$1.0809 to under $1.2148
SAN DIEGO ISD,066902,066 DUVAL,02,B,3,1453,0,98.3,1.4,0,0.1,0,0.1,87.5,1.2,13.6,1,27.5,5.4,90.3,2.8,88.2,97.6,97.6,80,69,65,37,15,65,40,15,66,36,15,68,35,16,62,29,11,,,,65,36,15,97,71,39,,,,-1,-1,-1,,,,-1,-1,-1,63,35,14,85,5.9,876,16,197.3,96.8,2.5,4.1,7.7,49,17.5,19.2,91999,75226,69323,55433,92.4,7.4,15,41.2,11.7,23.6,23.9,0,89.7,10.3,0,0,0,0,79.1,8.2,0,0,8.4,4.2,233161,1.283,21151287,14253,18764791,62.4,21,16.7,2386496,4453257,0,24915326,17370338,11705,50.8,11.4,4.8,13,20,8827593,5949,34.3,8.3,11.2,0,5.4,0.2,4.9,0.2,0.3,32.3,"1,000 to 1,599",Non-metropolitan Stable,"$164,606 to < $234,712",$1.2148 to under $1.3239
